,sqft,url,price,locality,postalCode,Type,Year built,Heating,Cooling,Parking,Price/sqft,beds,baths,timeOnZillow,views,saves,zestimate,rentalZestimate,ele_rating,ele_dist,mid_rating,mid_dist,high_rating,high_dist,original_city
440,833,https://www.zillow.com/homedetails/157-Glenview-Dr-San-Francisco-CA-94131/15133055_zpid/,998000.0,San Francisco,94131,Single Family,1951,Forced air,Central,0,1198,2,1,1.0,731,94,1342752,3750,9,0.6,6,0.5,9,0.2,san-francisco-ca
441,1770,https://www.zillow.com/homedetails/901-Portola-Dr-San-Francisco-CA-94127/15134680_zpid/,1495000.0,San Francisco,94127,Single Family,1927,"Forced air, Gas",Central,0,845,3,2,1.0,697,62,1753175,4844,8,0.4,7,1.0,5,0.3,san-francisco-ca
442,3605,https://www.zillow.com/homedetails/2838-Sacramento-St-San-Francisco-CA-94115/15082016_zpid/,5850000.0,San Francisco,94115,Single Family,1900,"Forced air, Gas",Central,0,1623,4,4.5,2.0,860,66,5755382,17964,2,0.1,5,0.4,7,0.4,san-francisco-ca
443,2610,https://www.zillow.com/homedetails/1823-Silliman-St-San-Francisco-CA-94134/15167591_zpid/,1350000.0,San Francisco,94134,Single Family,1992,"Forced air, Gas",Central,0,517,4,3.5,1.0,396,16,1309944,3995,5,0.3,3,0.5,3,0.4,san-francisco-ca
444,1385,https://www.zillow.com/homedetails/2761-34th-Ave-San-Francisco-CA-94116/15125810_zpid/,1198000.0,San Francisco,94116,Single Family,1950,"Forced air, Gas",Central,0,865,3,2,4.0,1841,116,1363414,4100,8,0.6,9,1.0,10,0.6,san-francisco-ca
445,1491,https://www.zillow.com/homedetails/215-Middle-Point-Rd-San-Francisco-CA-94124/15153188_zpid/,839999.0,San Francisco,94124,Single Family,1940,Forced air,Other,0,563,4,5,73.0,6752,216,869932,3750,4,0.1,1,1.2,7,0.2,san-francisco-ca
446,2726,https://www.zillow.com/homedetails/184-Palm-Ave-San-Francisco-CA-94118/15083335_zpid/,2995000.0,San Francisco,94118,Single Family,1915,Forced air,Central,0,1099,4,3.5,1.0,400,24,2477362,9000,8,0.5,9,0.1,8,0.7,san-francisco-ca
447,1269,https://www.zillow.com/homedetails/703-Dartmouth-St-San-Francisco-CA-94134/15172024_zpid/,995000.0,San Francisco,94134,Single Family,1939,"Radiant, Gas",Other,0,784,3,3,8.0,2841,191,2477362,9000,8,0.5,9,0.1,8,0.7,san-francisco-ca
448,3488,https://www.zillow.com/homedetails/1775-14th-Ave-San-Francisco-CA-94122/15111454_zpid/,2688000.0,San Francisco,94122,Single Family,1962,Forced air,Central,0,771,5,6,1.0,400,18,1824366,6800,9,1.0,9,0.3,4,0.7,san-francisco-ca
449,1750,https://www.zillow.com/homedetails/1919-Oakdale-Ave-San-Francisco-CA-94124/2077709529_zpid/,599000.0,San Francisco,94124,Multiple Occupancy,1900,"Wall, Gas",Wall,0,0,4,2,7.0,2566,67,612992,6800,9,1.0,9,0.3,4,0.7,san-francisco-ca
450,3420,https://www.zillow.com/homedetails/10-Sea-Cliff-Ave-San-Francisco-CA-94121/15088581_zpid/,8888000.0,San Francisco,94121,Single Family,1915,"Forced air, Gas",None,0,2599,4,4,127.0,10033,139,8813707,9000,9,0.4,8,0.6,8,0.8,san-francisco-ca
451,3646,https://www.zillow.com/homedetails/1155-Monterey-Blvd-San-Francisco-CA-94127/15141915_zpid/,2795000.0,San Francisco,94127,Single Family,1926,"Forced air, Gas",None,0,767,5,5,1.0,408,23,2746282,7349,8,0.6,6,0.3,5,1.2,san-francisco-ca
452,1600,https://www.zillow.com/homedetails/85-5th-Ave-San-Francisco-CA-94118/15089358_zpid/,1998000.0,San Francisco,94118,Single Family,1954,"Forced air, Gas",Central,0,1249,3,2,9.0,4104,194,2068046,5500,8,0.5,9,0.4,8,1.2,san-francisco-ca
453,1632,https://www.zillow.com/homedetails/15-Mangels-Ave-San-Francisco-CA-94131/15185919_zpid/,1899000.0,San Francisco,94131,Single Family,1957,"Forced air, Gas",Central,0,1164,3,2,2.0,645,42,1492504,4850,3,0.1,3,0.6,6,0.7,san-francisco-ca
454,2106,https://www.zillow.com/homedetails/1653-Oakdale-Ave-San-Francisco-CA-94124/15156421_zpid/,849000.0,San Francisco,94124,Single Family,1925,"Forced air, Gas",Central,0,403,5,2,43.0,8643,339,889881,4200,1,0.2,1,0.5,7,0.6,san-francisco-ca
455,4135,https://www.zillow.com/homedetails/20-Mclaren-Ave-San-Francisco-CA-94121/15088764_zpid/,7000000.0,San Francisco,94121,Single Family,1928,"Forced air, Gas",Central,0,1693,4,5,4.0,1479,69,6992858,3850,9,0.5,8,0.4,8,0.6,san-francisco-ca
456,1480,https://www.zillow.com/homedetails/129-Cabrillo-St-San-Francisco-CA-94118/15098636_zpid/,1595000.0,San Francisco,94118,Single Family,1922,"Forced air, Gas",Central,0,1078,2,2,1.0,505,41,1720532,4995,9,0.6,9,0.4,4,0.8,san-francisco-ca
457,1151,https://www.zillow.com/homedetails/45-Downey-St-San-Francisco-CA-94117/119685362_zpid/,1495000.0,San Francisco,94117,Condo,1900,Forced air,Central,0,0,3,2,2.0,612,43,1577638,4750,7,0.3,6,0.9,8,0.8,san-francisco-ca
458,1654,https://www.zillow.com/homedetails/348-Pope-St-San-Francisco-CA-94112/15179391_zpid/,999000.0,San Francisco,94112,Single Family,1929,"Forced air, Gas",Central,0,604,3,2,9.0,2941,174,1216029,3200,3,0.3,4,0.7,6,0.7,san-francisco-ca
459,1331,https://www.zillow.com/homedetails/835-Peralta-Ave-San-Francisco-CA-94110/15163055_zpid/,1299000.0,San Francisco,94110,Single Family,1963,"Forced air, Gas",Central,0,976,3,2,2.0,652,6,1309833,4250,1,0.6,1,0.3,9,2.5,san-francisco-ca
460,1585,https://www.zillow.com/homedetails/483-Oak-St-San-Francisco-CA-94102/2077689442_zpid/,1298000.0,San Francisco,94102,Condo,1876,"Forced air, Gas",Wall,0,0,3,2,5.0,932,38,1363117,4250,1,0.6,1,0.3,9,2.5,san-francisco-ca
461,1380,https://www.zillow.com/homedetails/326-Surrey-St-San-Francisco-CA-94131/15185126_zpid/,1550000.0,San Francisco,94131,Single Family,1904,"Forced air, Gas",Central,0,1123,2,2,1.0,498,62,1614990,5500,3,0.2,3,0.7,9,0.9,san-francisco-ca
462,1582,https://www.zillow.com/homedetails/4054-18th-St-San-Francisco-CA-94114/96029434_zpid/,999000.0,San Francisco,94114,Condo,1901,Forced air,Central,0,631,3,1,8.0,2552,153,1057764,4725,1,0.2,3,0.4,1,0.4,san-francisco-ca
463,1396,https://www.zillow.com/homedetails/1522-Felton-St-San-Francisco-CA-94134/15167473_zpid/,795000.0,San Francisco,94134,Single Family,1947,"Forced air, Gas",Central,0,569,3,2,134.0,7700,128,1057764,4725,1,0.2,3,0.4,1,0.4,san-francisco-ca
464,1554,https://www.zillow.com/homedetails/935-Lawton-St-San-Francisco-CA-94122/15106541_zpid/,1295000.0,San Francisco,94122,Single Family,1947,"Baseboard, Forced air, Gas",Central,0,833,2,2,5.0,1939,104,1448172,4500,9,1.1,9,0.2,4,0.6,san-francisco-ca
465,7315,https://www.zillow.com/homedetails/2775-Vallejo-St-San-Francisco-CA-94123/15080818_zpid/,25000000.0,San Francisco,94123,Single Family,1916,"Forced air, Gas",Central,0,3418,6,6.5,54.0,9089,210,22853531,30030,2,0.4,5,0.7,7,0.7,san-francisco-ca
466,6585,https://www.zillow.com/homedetails/601-Broderick-St-San-Francisco-CA-94117/116157637_zpid/,6995000.0,San Francisco,94117,Single Family,1875,"Forced air, Gas",Central,0,1062,4,5.5,5.0,1870,101,6769898,16506,9,0.6,9,1.3,1,0.4,san-francisco-ca
467,845,https://www.zillow.com/homedetails/588-Page-St-San-Francisco-CA-94117/119685011_zpid/,825000.0,San Francisco,94117,Condo,1885,"Forced air, Gas",Central,0,976,2,1,3.0,995,80,1024461,3650,7,0.1,5,0.5,1,0.2,san-francisco-ca
468,2170,https://www.zillow.com/homedetails/2212-18th-Ave-San-Francisco-CA-94116/15119839_zpid/,1498000.0,San Francisco,94116,Single Family,1949,Forced air,Central,0,690,3,3,2.0,740,62,1502314,4500,8,0.6,7,0.3,7,0.4,san-francisco-ca
469,1568,https://www.zillow.com/homedetails/2325-Ulloa-St-San-Francisco-CA-94116/15123381_zpid/,1190000.0,San Francisco,94116,Single Family,1930,Forced air,Central,0,759,3,2,32.0,6673,278,1493037,4150,8,0.1,7,0.8,7,0.4,san-francisco-ca
470,3770,https://www.zillow.com/homedetails/1001-Judah-St-San-Francisco-CA-94122/15105666_zpid/,2295000.0,San Francisco,94122,Single Family,1937,"Forced air, Gas",Central,0,609,5,4.5,2.0,473,26,2120537,4200,10,0.3,9,0.2,4,0.6,san-francisco-ca
471,1500,https://www.zillow.com/homedetails/2022-Hyde-St-San-Francisco-CA-94109/69819871_zpid/,2225000.0,San Francisco,94109,Condo,2004,"Forced air, Gas",Central,0,1483,3,2,1.0,132,5,2041629,6000,8,0.2,6,0.6,7,0.4,san-francisco-ca
472,1808,https://www.zillow.com/homedetails/2-Wawona-St-San-Francisco-CA-94127/15133861_zpid/,1895000.0,San Francisco,94127,Single Family,1926,Forced air,Central,0,1048,3,2,7.0,2474,134,2061228,4999,8,0.1,7,0.3,7,1.0,san-francisco-ca
473,2085,https://www.zillow.com/homedetails/26-Buena-Vista-Ter-San-Francisco-CA-94117/15126855_zpid/,3895000.0,San Francisco,94117,Single Family,1900,"Forced air, Gas",Central,0,1868,4,2,2.0,515,40,4085563,8250,6,0.1,3,0.7,1,0.5,san-francisco-ca
474,1886,https://www.zillow.com/homedetails/227-Olmstead-St-San-Francisco-CA-94134/15172252_zpid/,1499950.0,San Francisco,94134,Single Family,1927,"Forced air, Gas",None,0,795,4,4,2.0,685,57,838903,3900,6,0.4,3,0.4,6,0.2,san-francisco-ca
475,1840,https://www.zillow.com/homedetails/1279-Sanchez-St-San-Francisco-CA-94114/15181405_zpid/,2199000.0,San Francisco,94114,Single Family,1890,Forced air,Central,0,1195,3,2,1.0,361,6,1936348,5695,7,0.6,2,0.2,1,0.8,san-francisco-ca
476,550,https://www.zillow.com/homedetails/1246-47th-Ave-San-Francisco-CA-94122/15100866_zpid/,650000.0,San Francisco,94122,Single Family,1923,"Forced air, Gas",Central,0,1182,1,1,105.0,7189,64,750425,3115,9,0.4,9,1.0,8,1.3,san-francisco-ca
478,2300,https://www.zillow.com/homedetails/36-Camp-St-San-Francisco-CA-94110/2103077873_zpid/,2290000.0,San Francisco,94110,Condo,1922,Forced air,Central,0,0,4,3,1.0,175,7,2602204,5644,1,0.5,3,0.4,1,0.3,san-francisco-ca
479,3445,https://www.zillow.com/homedetails/2250-Bush-St-San-Francisco-CA-94115/15075295_zpid/,3499000.0,San Francisco,94115,Single Family,1900,"Forced air, Gas",Central,0,1016,4,3.5,1.0,459,24,3905372,11298,7,0.8,6,0.9,7,0.3,san-francisco-ca
480,895,https://www.zillow.com/homedetails/212-Noe-St-San-Francisco-CA-94114/2101866527_zpid/,1100000.0,San Francisco,94114,Other,1905,"Forced air, Gas",Central,3,0,2,1,10.0,2285,124,1195969,3498,6,0.2,3,0.3,1,0.5,san-francisco-ca
481,5625,https://www.zillow.com/homedetails/3030-Pacific-Ave-San-Francisco-CA-94115/15080906_zpid/,11000000.0,San Francisco,94115,Single Family,1908,Forced air,Central,0,1956,7,5.5,19.0,7138,225,10945317,15000,2,0.4,9,0.7,8,0.7,san-francisco-ca
482,9245,https://www.zillow.com/homedetails/31-Presidio-Ter-San-Francisco-CA-94118/15089443_zpid/,9250000.0,San Francisco,94118,Single Family,1909,Forced air,Central,0,1001,7,7.5,23.0,8424,328,9045657,26730,8,0.7,9,0.4,8,1.0,san-francisco-ca
483,825,https://www.zillow.com/homedetails/1708-Fulton-St-San-Francisco-CA-94117/59779381_zpid/,799000.0,San Francisco,94117,Condo,1905,"Forced air, Gas",Central,0,968,2,1,53.0,3508,179,1053275,3800,9,0.3,7,0.6,8,0.3,san-francisco-ca
484,1271,https://www.zillow.com/homedetails/16-Jessie-St-APT-109-San-Francisco-CA-94105/111710856_zpid/,999000.0,San Francisco,94105,Condo,1906,"Forced air, Other",Other,0,786,2,2,4.0,1379,85,1131107,3800,5,1.8,2,3.3,2,0.8,san-francisco-ca
485,1710,https://www.zillow.com/homedetails/3132-Balboa-St-San-Francisco-CA-94121/15095792_zpid/,1449000.0,San Francisco,94121,Single Family,1921,"Forced air, Gas",Central,0,847,3,2,9.0,3029,183,1524265,4150,9,0.3,8,0.3,8,0.1,san-francisco-ca
486,4116,https://www.zillow.com/homedetails/3643-3645-19th-St-San-Francisco-CA-94110/2077629497_zpid/,4490000.0,San Francisco,94110,Multiple Occupancy,1908,"Forced air, Gas",Central,0,0,5,5,1.0,109,5,1524265,4150,9,0.3,8,0.3,8,0.1,san-francisco-ca
487,950,https://www.zillow.com/homedetails/557-Anderson-St-San-Francisco-CA-94110/15163843_zpid/,1350000.0,San Francisco,94110,Single Family,1926,"Forced air, Gas",Central,0,1421,2,1,2.0,364,29,1246868,4400,1,0.1,9,2.1,8,0.1,san-francisco-ca
488,1571,https://www.zillow.com/homedetails/546-Monterey-Blvd-San-Francisco-CA-94127/15138716_zpid/,998000.0,San Francisco,94127,Single Family,1908,"Forced air, Gas",Central,0,635,3,2,16.0,4858,150,1137073,4800,7,0.1,4,0.7,2,0.7,san-francisco-ca
489,1655,https://www.zillow.com/homedetails/45-Bemis-St-San-Francisco-CA-94131/15184455_zpid/,1495000.0,San Francisco,94131,Single Family,1928,Forced air,None,0,903,2,2,3.0,992,35,1509129,4345,3,0.5,2,0.7,3,1.2,san-francisco-ca
490,1325,https://www.zillow.com/homedetails/340-Roosevelt-Way-San-Francisco-CA-94114/15126681_zpid/,1895000.0,San Francisco,94114,Single Family,1956,"Forced air, Gas",Central,0,1430,2,1,1.0,221,12,1608294,5200,6,0.3,6,0.7,1,0.8,san-francisco-ca
491,1621,https://www.zillow.com/homedetails/27-Cutler-Ave-San-Francisco-CA-94116/15124521_zpid/,1495000.0,San Francisco,94116,Single Family,1949,Forced air,Central,0,922,4,3,2.0,685,39,1596222,3900,10,0.4,9,1.0,10,1.4,san-francisco-ca
492,5876,https://www.zillow.com/homedetails/10-5th-Ave-San-Francisco-CA-94118/15089399_zpid/,5600000.0,San Francisco,94118,Single Family,1905,"Forced air, Gas",Central,0,953,5,3.5,1.0,582,26,5933236,16046,8,0.6,9,0.5,8,1.2,san-francisco-ca
493,781,https://www.zillow.com/homedetails/1875-Mission-St-APT-205-San-Francisco-CA-94103/241585042_zpid/,490681.0,San Francisco,94103,Condo,2014,"Forced air, Gas",Central,0,628,2,1,54.0,8716,256,929806,3300,5,0.8,3,0.6,2,0.6,san-francisco-ca
494,1557,https://www.zillow.com/homedetails/443-Waller-St-San-Francisco-CA-94117/125271768_zpid/,1290000.0,San Francisco,94117,Condo,1900,"Forced air, Gas",Central,0,829,4,1.5,1.0,210,6,1577879,5000,7,0.2,3,0.5,1,0.3,san-francisco-ca
495,784,https://www.zillow.com/homedetails/825-La-Playa-St-APT-227-San-Francisco-CA-94121/15100692_zpid/,629000.0,San Francisco,94121,Condo,1983,Forced air,Central,0,802,1,1,24.0,7056,129,642104,3300,9,0.9,8,1.4,8,1.3,san-francisco-ca
496,1471,https://www.zillow.com/homedetails/324-Highland-Ave-San-Francisco-CA-94110/15163588_zpid/,1649000.0,San Francisco,94110,Single Family,1911,"Forced air, Gas",Central,0,1121,3,1,2.0,381,41,1683942,4950,1,0.3,9,1.9,8,1.3,san-francisco-ca
497,1390,https://www.zillow.com/homedetails/635-Waller-St-San-Francisco-CA-94117/82785584_zpid/,1475000.0,San Francisco,94117,Condo,1895,"Forced air, Gas",Central,0,1061,2,1,2.0,486,29,1438688,4750,6,0.3,3,0.5,1,0.3,san-francisco-ca
498,1418,https://www.zillow.com/homedetails/881-39th-Ave-San-Francisco-CA-94121/2077755574_zpid/,999000.0,San Francisco,94121,Condo,1994,"Forced air, Gas",Central,0,0,3,2,10.0,2764,121,1438688,4750,6,0.3,3,0.5,1,0.3,san-francisco-ca
499,790,https://www.zillow.com/homedetails/406-Carl-St-A-San-Francisco-CA-94117/2077637222_zpid/,859000.0,San Francisco,94117,Condo,1990,"Forced air, Gas",Central,0,1087,2,1,1.0,407,24,1438688,4750,6,0.3,3,0.5,1,0.3,san-francisco-ca
500,1451,https://www.zillow.com/homedetails/395-Sunset-Ave-Sunnyvale-CA-94086/19520628_zpid/,1898000.0,Sunnyvale,94086,Single Family,1955,"Forced air, Gas",Central,0,1308,3.0,2,1.0,397,32,1785762,4275,9,0.5,6,1.1,9,2.4,sunny-vale-ca
501,999,https://www.zillow.com/homedetails/644-Johanna-Ave-Sunnyvale-CA-94085/19544767_zpid/,798000.0,Sunnyvale,94085,Single Family,1953,None,None,0,799,3.0,1,3.0,1487,57,824364,3300,4,0.3,3,0.5,8,2.6,sunny-vale-ca
502,1610,https://www.zillow.com/homedetails/1220-Tasman-Dr-353-Sunnyvale-CA-94089/2077902415_zpid/,414900.0,Sunnyvale,94089,Single Family,2020,Forced air,Central,0,258,3.0,2,23.0,9405,234,421704,3300,4,0.3,3,0.5,8,2.6,sunny-vale-ca
503,1160,https://www.zillow.com/homedetails/602-Arcadia-Ter-UNIT-205-Sunnyvale-CA-94085/19544021_zpid/,895000.0,Sunnyvale,94085,Condo,1996,Forced air,Central,0,772,2.0,2,1.0,126,6,938849,2750,4,0.3,3,0.4,8,2.8,sunny-vale-ca
504,1187,https://www.zillow.com/homedetails/383-Greenlake-Dr-Sunnyvale-CA-94089/19493463_zpid/,1150000.0,Sunnyvale,94089,Single Family,1957,"Forced air, Gas",None,0,969,3.0,2,2.0,669,38,1196478,3700,4,0.3,3,0.8,8,3.3,sunny-vale-ca
505,2564,https://www.zillow.com/homedetails/1143-Susan-Way-Sunnyvale-CA-94087/19537277_zpid/,1949000.0,Sunnyvale,94087,Single Family,1955,"Forced air, Gas",Other,0,760,4.0,3,3.0,894,45,2039444,4200,9,0.1,6,0.5,9,2.0,sunny-vale-ca
506,1487,https://www.zillow.com/homedetails/684-Pinnacles-Ter-Sunnyvale-CA-94085/69299569_zpid/,1299800.0,Sunnyvale,94085,Townhouse,2005,Forced air,Central,0,874,3.0,3,1.0,192,12,1355917,3625,4,0.8,3,0.8,8,2.1,sunny-vale-ca
507,1210,https://www.zillow.com/homedetails/907-Carson-Dr-Sunnyvale-CA-94086/19521173_zpid/,1650000.0,Sunnyvale,94086,Single Family,1956,Forced air,Central,0,1364,3.0,2,3.0,767,47,1716686,4000,4,0.4,6,1.3,9,2.7,sunny-vale-ca
508,1691,https://www.zillow.com/homedetails/422-San-Eduardo-Ter-Sunnyvale-CA-94085/112090553_zpid/,1298000.0,Sunnyvale,94085,Condo,2011,Forced air,Central,0,768,3.0,4,1.0,144,6,1387286,3950,4,0.7,3,0.6,8,2.2,sunny-vale-ca
509,1534,https://www.zillow.com/homedetails/1472-Falcon-Ave-Sunnyvale-CA-94087/19614062_zpid/,1895000.0,Sunnyvale,94087,Single Family,1962,Forced air,Central,0,1235,4.0,2,2.0,399,19,2018380,4300,9,0.3,8,2.2,8,0.7,sunny-vale-ca
510,1882,https://www.zillow.com/homedetails/587-San-Remi-Ter-54-Sunnyvale-CA-94085/116155902_zpid/,1500000.0,Sunnyvale,94085,Townhouse,2011,"Forced air, Gas",Central,0,797,4.0,4,1.0,135,8,1460507,4500,4,0.4,3,1.1,8,2.9,sunny-vale-ca
511,1140,https://www.zillow.com/homedetails/311-S-Fair-Oaks-Ave-Sunnyvale-CA-94086/19545445_zpid/,1049000.0,Sunnyvale,94086,Single Family,1910,"Forced air, Gas",None,0,920,3.0,2,13.0,3893,119,1083657,3750,6,0.3,6,2.1,8,1.5,sunny-vale-ca
512,1112,https://www.zillow.com/homedetails/820-San-Pablo-Ave-Sunnyvale-CA-94085/19544189_zpid/,1149000.0,Sunnyvale,94085,Single Family,1954,"Forced air, Gas",None,0,1033,3.0,2,3.0,756,37,1182028,3600,4,0.1,3,0.8,8,3.0,sunny-vale-ca
513,1715,https://www.zillow.com/homedetails/851-San-Pablo-Ave-Sunnyvale-CA-94085/19544145_zpid/,1248000.0,Sunnyvale,94085,Single Family,1956,Forced air,Central,0,728,3.0,2,9.0,2585,133,1289232,3800,4,0.2,3,0.7,8,3.0,sunny-vale-ca
514,1933,https://www.zillow.com/homedetails/608-Alberta-Ave-Sunnyvale-CA-94087/79843896_zpid/,2048000.0,Sunnyvale,94087,Single Family,2007,"Forced air, Gas",Central,0,1059,4.0,3,3.0,779,33,2147902,5150,6,0.3,8,1.3,9,0.9,sunny-vale-ca
515,970,https://www.zillow.com/homedetails/577-E-Taylor-Ave-APT-J-Sunnyvale-CA-94085/19543388_zpid/,749000.0,Sunnyvale,94085,Condo,1980,Other,Other,0,772,2.0,2,3.0,650,26,771353,2900,4,0.4,3,0.6,8,2.1,sunny-vale-ca
516,1586,https://www.zillow.com/homedetails/974-Alpine-Ter-UNIT-1-Sunnyvale-CA-94086/19522055_zpid/,1049000.0,Sunnyvale,94086,Townhouse,1991,"Forced air, Gas",Central,0,661,2.0,3,3.0,584,21,1102069,3600,4,0.5,6,1.6,9,2.9,sunny-vale-ca
517,2358,https://www.zillow.com/homedetails/1384-Turnstone-Way-Sunnyvale-CA-94087/19616123_zpid/,1998000.0,Sunnyvale,94087,Single Family,1967,Forced air,None,0,847,5.0,3,3.0,699,31,2118523,5400,8,0.4,7,0.5,7,1.4,sunny-vale-ca
518,822,https://www.zillow.com/homedetails/999-W-Evelyn-Ter-APT-98-Sunnyvale-CA-94086/19550581_zpid/,608888.0,Sunnyvale,94086,Condo,1976,Forced air,None,0,741,2.0,1,8.0,1522,94,617908,2449,6,1.0,6,2.9,8,1.9,sunny-vale-ca
519,912,https://www.zillow.com/homedetails/389-E-Arques-Ave-Sunnyvale-CA-94085/19543477_zpid/,929950.0,Sunnyvale,94085,Single Family,1925,Gas,None,0,1020,3.0,1,23.0,2547,35,1015584,3300,4,0.3,3,0.7,8,2.0,sunny-vale-ca
520,1595,https://www.zillow.com/homedetails/808-White-Oak-Ln-Sunnyvale-CA-94086/19549523_zpid/,1299000.0,Sunnyvale,94086,Single Family,1955,"Forced air, Gas",Central,0,814,4.0,3,71.0,4669,171,1299094,4000,7,0.8,7,1.1,7,0.6,sunny-vale-ca
521,1424,https://www.zillow.com/homedetails/1642-S-Wolfe-Rd-Sunnyvale-CA-94087/19617617_zpid/,1399000.0,Sunnyvale,94087,Single Family,1957,Forced air,Central,0,982,3.0,2,36.0,3613,48,1637278,3800,8,0.8,7,0.6,7,2.3,sunny-vale-ca
522,930,https://www.zillow.com/homedetails/880-E-Fremont-Ave-APT-623-Sunnyvale-CA-94087/69302735_zpid/,845888.0,Sunnyvale,94087,Condo,1987,"Baseboard, Wall, Electric",Wall,0,910,2.0,2,2.0,323,11,865869,2850,9,0.9,8,2.8,8,1.1,sunny-vale-ca
523,1709,https://www.zillow.com/homedetails/1220-Tasman-Dr-406-Sunnyvale-CA-94089/2077667186_zpid/,389000.0,Sunnyvale,94089,Mobile / Manufactured,2020,"Forced air, Gas",Central,0,0,3.0,3,3.0,504,28,865869,2850,9,0.9,8,2.8,8,1.1,sunny-vale-ca
524,1750,https://www.zillow.com/homedetails/1225-Vienna-Dr-SPACE-424-Sunnyvale-CA-94089/243211077_zpid/,225000.0,Sunnyvale,94089,Mobile / Manufactured,2015,"Forced air, Gas",Central,0,0,3.0,3,72.0,3269,188,224940,3238,6,2.6,7,3.3,7,2.4,sunny-vale-ca
525,1000,https://www.zillow.com/homedetails/803-Lakemuir-Dr-Sunnyvale-CA-94089/19493014_zpid/,1149950.0,Sunnyvale,94089,Single Family,1957,Other,None,0,1150,3.0,2,7.0,1323,56,1176812,3700,4,0.2,3,1.1,8,3.3,sunny-vale-ca
526,1421,https://www.zillow.com/homedetails/1015-E-Homestead-Rd-Sunnyvale-CA-94087/19617419_zpid/,1598000.0,Sunnyvale,94087,Single Family,1958,"Forced air, Gas",Central,0,1125,4.0,2,21.0,3196,95,1695991,4250,8,0.4,7,0.7,7,2.1,sunny-vale-ca
527,1225,https://www.zillow.com/homedetails/206-Peppermint-Tree-Ter-UNIT-4-Sunnyvale-CA-94086/89476074_zpid/,1168000.0,Sunnyvale,94086,Townhouse,2010,Forced air,Central,0,953,3.0,3,4.0,714,29,1223173,3585,6,0.7,7,1.5,7,1.7,sunny-vale-ca
528,913,https://www.zillow.com/homedetails/1379-Selo-Dr-Sunnyvale-CA-94087/19623316_zpid/,1488000.0,Sunnyvale,94087,Single Family,1949,Other,None,0,1630,3.0,2,17.0,3271,113,1547104,3850,6,0.1,8,1.6,8,0.3,sunny-vale-ca
529,760,https://www.zillow.com/homedetails/831-W-California-Ave-UNIT-R-Sunnyvale-CA-94086/19521848_zpid/,699800.0,Sunnyvale,94086,Condo,1983,Forced air,None,0,921,2.0,2,29.0,4381,91,709752,2710,4,0.7,6,1.7,9,3.0,sunny-vale-ca
530,1193,https://www.zillow.com/homedetails/172-N-Murphy-Ave-Sunnyvale-CA-94086/19543722_zpid/,1699888.0,Sunnyvale,94086,Single Family,1941,Forced air,Central,0,1425,3.0,3,3.0,450,27,1759175,3500,4,0.5,3,1.0,8,1.7,sunny-vale-ca
531,1400,https://www.zillow.com/homedetails/1033-Reed-Ave-Sunnyvale-CA-94086/19548335_zpid/,1449000.0,Sunnyvale,94086,Single Family,1969,"Forced air, Gas",Central,0,1035,3.0,2,11.0,1798,98,1502949,3900,6,1.2,6,3.1,8,2.0,sunny-vale-ca
532,2048,https://www.zillow.com/homedetails/885-Carson-Dr-Sunnyvale-CA-94086/19520612_zpid/,2100000.0,Sunnyvale,94086,Single Family,1956,"Forced air, Gas",Central,0,1025,4.0,3,31.0,647,19,2227272,4800,9,0.7,6,1.2,9,2.6,sunny-vale-ca
533,1734,https://www.zillow.com/homedetails/131-Ivory-Palm-Ter-Sunnyvale-CA-94086/243211723_zpid/,1388000.0,Sunnyvale,94086,Townhouse,2016,Forced air,Central,0,800,3.0,4,3.0,416,26,1454937,3900,6,0.5,6,2.4,8,1.6,sunny-vale-ca
534,1940,https://www.zillow.com/homedetails/1225-Vienna-Dr-SPACE-152-Sunnyvale-CA-94089/304782362_zpid/,159900.0,Sunnyvale,94089,Mobile / Manufactured,2004,Forced air,Central,0,0,3.0,2,173.0,1441,73,159773,3330,6,2.6,7,3.3,7,2.4,sunny-vale-ca
535,2600,https://www.zillow.com/homedetails/1225-Vienna-Dr-976-Sunnyvale-CA-94089/153147169_zpid/,433000.0,Sunnyvale,94089,Mobile / Manufactured,2000,"Forced air, Gas",Central,0,0,2.0,3,268.0,2820,99,1306757,3000,6,2.6,7,3.3,7,2.4,sunny-vale-ca
536,2017,https://www.zillow.com/homedetails/1315-Avoset-Ter-Sunnyvale-CA-94087/19615982_zpid/,2149000.0,Sunnyvale,94087,Single Family,1994,Forced air,Central,0,1065,4.0,3,5.0,828,36,2172220,5050,9,0.4,8,1.8,8,0.2,sunny-vale-ca
537,2510,https://www.zillow.com/homedetails/1075-Cornflower-Ct-Sunnyvale-CA-94086/19548411_zpid/,2199888.0,Sunnyvale,94086,Single Family,1970,"Forced air, Electric, Gas",Central,0,876,5.0,3,15.0,1854,62,2272569,4995,7,0.4,7,1.1,7,1.0,sunny-vale-ca
538,1800,https://www.zillow.com/homedetails/1085-Tasman-Dr-SPACE-564-Sunnyvale-CA-94089/243210777_zpid/,398000.0,Sunnyvale,94089,Mobile / Manufactured,2015,Forced air,Central,0,0,4.0,2,7.0,947,31,329971,3325,6,2.4,7,3.5,7,2.5,sunny-vale-ca
